Label,BLEU,chrF,COMET
fr-fi,24.417396973606273,58.53399976637712,91.77354657649994
el-fi,22.467561938071764,57.20818514161559,91.11407671868801
fr-pt,39.96364410459078,64.39002754702625,89.36734208464622
da-el,25.17720383640351,51.973855674724035,89.15912039577961
nl-sv,25.760948362720164,57.474439835303656,88.84333664178848
fi-da,30.188756992018618,58.7703731783713,90.77162780054849
it-de,31.180642369488954,59.41517304118958,86.61640471220016
sv-en,52.92581333409349,74.49479259298879,90.79672086238861
pt-fi,24.432898465004083,58.613812260486306,91.7338405996561
da-sv,38.96863995130944,66.17568215998023,91.56700259447098
en-it,32.68649103010715,61.69027423563883,89.6215073466301
da-fi,25.40395065303987,59.834235328026494,92.283944606781
fr-it,26.51335023581287,57.15158776217238,88.91367557644844
it-pt,29.244246831384935,58.41780829848493,88.76918391883373
fi-nl,25.185672100294695,56.261263883783855,88.49359279870987
fi-sv,27.622318479661505,58.49018865314737,90.829394698143
de-fr,40.47098565423577,64.78391406866965,87.47775429487228
sv-da,40.109913552315945,65.20075115182561,91.38129524886608
sv-fr,41.69300461965706,65.33761183282698,87.29384283721447
es-fr,32.27095501551716,59.332394499285655,86.5284594297409
en-sv,46.35155414198255,70.6160031718856,92.05156175792217
nl-da,28.519843379988064,57.57748926308045,89.17403756082058
en-da,49.252663282606385,71.4428585199926,91.94448330998421
fr-de,34.8756386046337,61.800994471707696,87.27604439854622
el-it,25.62459498147236,56.1555197799747,87.9745611846447
en-es,29.18418203838658,56.26959084221303,87.15073144435883
fi-el,21.104690133841544,48.701959028868465,89.46065686643124
nl-it,24.155952038457496,54.441140094087295,86.93626229465008
en-nl,30.93016521297787,61.12872616329834,88.9339849203825
el-pt,35.88901312145152,61.10710637750005,88.46081832051277
es-el,19.83644299093354,47.770351490424424,88.38398371636868
da-de,38.86372343807158,64.65359210992393,88.51902677118778
el-nl,26.445648928496396,56.486846363333335,86.62264778465033
fr-sv,35.29041917976486,62.58033086733189,89.64023306965828
el-fr,39.095590078592075,63.38784596898181,86.91400289535522
pt-fr,44.783242636661626,67.61383176243217,88.40646955370903
de-it,29.158139984054,58.2472489455103,88.23045720160007
sv-de,38.25017648663524,63.91886259252429,88.64769479632378
de-pt,38.34922712528269,63.45177519831279,88.69643081724644
es-it,21.660032903042534,53.85323732576685,87.79511138796806
nl-es,23.375163756797072,50.610824518925234,84.39978386461735
it-en,39.20655472207818,66.2114377678922,89.15247440338135
de-da,38.691221019332716,63.78995964896711,90.70739573985338
de-en,48.81194478027723,71.9351961066504,90.49801363050938
es-nl,23.118785048531883,54.706264382630444,86.52972102165222
es-da,28.6402570464069,57.52893371613577,89.21978744864464
fr-da,36.655552747390495,62.711961255080936,89.62879031896591
de-fi,25.57226913588357,59.18190836810025,91.63380286097527
de-sv,36.04433060268466,63.50453466273016,90.72274842858315
pt-it,27.246518890152164,57.211822643960765,89.04462276399136
en-de,43.61430753876413,67.99867454933982,89.40231251716614
sv-fi,24.520846401029843,59.512724823955665,91.92275834083557
de-el,24.689201897862443,51.042903106298574,88.4652249366045
el-de,32.386091017439206,60.10074773159272,86.66343124210835
nl-de,28.78649088615137,57.433125220178326,86.76676158607006
da-nl,28.913497392906844,58.834710867615804,88.3527310937643
el-es,25.1883045544156,52.65992097022588,85.82275232672691
es-de,28.287042681412238,57.258402053455335,86.05271163582802
nl-fr,33.13107483846575,59.75807929384214,86.01704229414463
sv-it,28.676571966487728,58.17024799451514,88.5729022026062
pt-da,39.13237377809657,64.40081713221859,90.6475018709898
it-sv,28.651398683750678,58.7823646553254,89.51232728362083
fr-el,24.754356031918345,51.40761434992397,89.11017727851868
en-fr,51.949974651311905,71.79601801724161,89.40991453826427
