BLEU,chrF,BERT-F1,dataset,translator,src_lang,tgt_lang,COMET
34.26575777834876,60.8107178044268,88.48317,ep,gpt,da,en,86.36671602725983
38.49685057200235,64.28494485580758,88.007324,ep,deepl,en,fr,87.79184339940548
39.02013829545788,63.7109498298409,88.77992,ep,deepl,el,en,86.69721819460392
22.93920370291784,51.03439122577888,84.02878,ep,gpt,fi,el,89.67138409614563
31.002460539245075,59.91659836993536,87.47482,flores,deepl,el,sv,89.22743882238865
24.36939823100834,59.303703579200864,85.24086,ep,deepl,en,fi,93.18618135154249
36.72121720865779,62.622892406002016,88.083885,ep,gpt,en,es,87.70963668823242
44.1893736338239,67.11096064595966,90.761536,flores,deepl,pt,fr,88.33048318326473
37.49732968235935,62.78379087215104,87.49162,ep,deepl,en,da,90.29564020037652
28.27537873051814,57.2568372605741,86.74083,flores,gpt,es,de,86.05271135270596
32.717717301690314,59.861619888821416,86.339005,ep,deepl,pt,da,88.15422477573156
28.04730729891463,57.92792352427523,85.79576,ep,gpt,es,sv,88.0133898705244
32.03020047275304,58.29243381685436,86.395096,ep,deepl,fi,es,86.38052333146334
29.14433561595609,57.07347995060864,86.07007,ep,gpt,it,en,84.44635950028896
24.644441483296227,52.90181417110848,84.1068,ep,gpt,it,el,89.60587231814861
23.729883013474183,54.19161001488951,83.48451,ep,deepl,nl,it,85.30694517493248
29.98700198073561,58.98972516118708,87.354355,flores,gpt,fi,de,88.20539632439613
24.529221855722216,51.28571594885136,86.48758,flores,deepl,el,es,85.29300700128078
25.48130977695753,52.8512103495549,83.745895,ep,deepl,it,el,89.49749195575714
34.598923583194974,61.08908192824731,86.995224,ep,gpt,en,da,90.02816697955132
26.40335048917096,58.11701828366173,85.440605,ep,gpt,fi,de,86.94465863704681
22.856538946289792,51.08896129333285,86.30161,flores,gpt,fi,es,86.87903679907322
30.188756992018615,58.7703731783713,87.27434,flores,gpt,fi,da,90.77162714160268
24.433564583440653,55.778794275405794,85.329094,ep,gpt,pt,sv,88.27924102544785
41.11084144245304,65.45929715085688,89.79146,flores,deepl,de,da,91.15864507108928
37.34833413883491,65.03766459149978,90.34651,flores,deepl,it,en,88.87523409724236
34.55112974804819,62.2296439424692,88.41549,flores,deepl,fr,de,86.92488943040371
26.257181142972588,53.085202671737896,85.8519,flores,deepl,pt,el,89.40403161942959
25.185672100294692,56.261263883783855,85.85824,flores,gpt,fi,nl,88.49359326064587
29.992629891097376,61.12673150202298,86.11656,ep,deepl,el,de,86.41313761472702
26.708841317425296,53.1640774501861,85.791336,flores,deepl,sv,el,89.44464099407196
33.45015942480742,60.47881005884606,87.61226,ep,gpt,da,es,86.16712096333504
31.104731966763023,59.2278532282354,88.20813,flores,deepl,sv,it,88.65640461444855
26.279192516090912,53.24196034670295,87.0858,flores,gpt,sv,es,85.80430018901825
28.661167453032505,55.8293788009565,85.12424,ep,deepl,pt,el,89.45082980394363
44.39383278071737,68.28617191578647,90.42031,flores,deepl,en,de,89.32145155966282
31.80530511284869,58.53192130049182,87.49524,ep,gpt,fi,en,87.90733482688665
26.936331983801725,54.97203590123196,83.573105,ep,gpt,nl,fr,83.86453778296709
21.46406568316484,48.6361526927967,83.17973,ep,gpt,nl,el,87.5551098510623
26.955631319942512,55.233760539638,84.19202,ep,deepl,fi,nl,86.9657898247242
28.197053176612467,58.48910781694848,86.37285,flores,deepl,nl,sv,88.9792305007577
20.38273117116172,54.63476034913831,84.067345,ep,gpt,de,fi,90.665606723219
28.519843379988064,57.57748926308045,86.68945,flores,gpt,nl,da,89.17403775453568
25.77190301293807,58.273552941521785,84.269226,ep,gpt,pt,it,87.49477331340313
38.96863995130944,66.17568215998023,89.55023,flores,gpt,da,sv,91.56700278818607
36.61631080278295,63.14189387080212,88.983154,flores,deepl,pt,de,87.31901309639215
25.01885506727986,55.615765245398805,83.97949,ep,gpt,el,nl,85.54984285107142
28.69100470179209,58.52069576169964,85.31421,ep,deepl,el,it,87.59406642615795
28.399012175458218,60.42643453237355,86.032616,ep,gpt,pt,de,85.96311987191439
21.63419984167781,57.164911844358166,85.09424,flores,deepl,el,fi,90.78610701858996
39.07605900676828,63.54146385384873,87.93917,ep,deepl,pt,es,87.60482940077782
28.536071162275388,57.9071327222876,86.39758,flores,deepl,sv,nl,87.70183142274618
24.89583671962201,59.635249637413565,85.5679,ep,deepl,es,fi,91.53607954829933
25.253817037028245,54.87659826033917,84.12507,ep,deepl,nl,de,85.49018619954586
38.21398875853247,64.43176436647165,90.60039,flores,deepl,fi,en,90.6009791046381
34.06069128304678,62.41010444581509,87.19731,ep,deepl,da,de,87.75256177783012
43.56530609823685,68.19220585863232,91.79853,flores,gpt,el,en,89.57201500236988
24.278693425396728,54.94982345803496,87.10303,flores,gpt,es,pt,87.9496081918478
35.79368370955154,63.63972010627372,90.08158,flores,deepl,es,en,88.36156013607979
35.6950815675413,61.59857564829975,87.42822,ep,deepl,da,fr,85.24496071785688
36.04433060268466,63.50453466273016,88.82483,flores,gpt,de,sv,90.7227487117052
25.224546290187934,54.77608978974792,85.0122,ep,gpt,sv,pt,85.70261543244123
24.627075458141636,59.0551588258006,86.17987,flores,deepl,pt,fi,92.00134643912315
32.385555711784846,62.46967174545601,86.77118,ep,gpt,es,de,86.00385557487607
22.578141223324288,53.33921552504235,83.76694,ep,gpt,nl,sv,87.32474783062935
27.096256327915214,57.74242876195888,84.78679,ep,gpt,en,it,87.60979449748993
18.709931483403903,54.93158142341578,84.2648,ep,gpt,fr,fi,91.26502780616283
27.81718223087575,54.5668118599613,84.75817,ep,deepl,fr,el,89.57009035348892
23.4013361191418,50.92986565501643,84.17978,ep,gpt,de,el,88.56253139674664
29.982963067351253,56.79569014493059,84.69438,ep,deepl,it,pt,86.36490604281425
34.79707323605434,62.62028645526485,89.52673,flores,deepl,en,it,89.77150557935238
34.74979923267425,60.218450269557664,86.54741,ep,deepl,it,es,86.86945787072182
28.04079174376741,58.18079950584772,86.335754,flores,gpt,sv,nl,87.79571833461523
25.314172520590837,54.67365460791624,83.741974,ep,gpt,de,nl,86.24405075609684
36.99105522640616,64.49189433367054,89.99565,flores,gpt,nl,en,88.6188388466835
28.628563535652027,58.2069078205045,84.260635,ep,gpt,it,fr,86.29127815365791
47.07680151419007,71.33405422591429,91.54826,flores,deepl,en,sv,92.24494959414004
39.09331393816262,63.38877460184389,89.45053,flores,gpt,el,fr,86.91400220990181
26.35865267650741,53.30367500477025,87.40956,flores,deepl,da,es,86.06459884345531
39.20655472207818,66.2114377678922,90.738304,flores,gpt,it,en,89.15247365832329
19.21194078359911,54.728078627300434,84.48888,ep,gpt,es,fi,90.96353952586652
27.54038061197543,55.30150268897269,87.31497,flores,deepl,nl,pt,85.84091264009476
34.86335494351725,61.799463313323976,88.67842,flores,gpt,fr,de,87.27604492008686
32.20290342196156,59.33380354222815,85.70516,ep,deepl,en,nl,87.69318725168705
34.9773514017618,60.92749481602901,89.62572,flores,deepl,sv,pt,88.10376353561878
26.08990897103905,52.90648359613704,87.01811,flores,gpt,de,es,85.29283459484577
29.104524566954176,55.08810661886216,84.982056,ep,deepl,nl,es,83.52793562412262
28.717134579940684,55.18875015644152,84.95054,ep,deepl,nl,da,87.9429964274168
29.24424683138493,58.41743636597108,88.109634,flores,gpt,it,pt,88.76918360590935
30.513101100405404,59.23735504893221,86.52429,ep,gpt,fi,fr,86.9500727057457
25.80270101780076,55.61039074340898,86.66422,flores,gpt,fi,it,88.92412140965462
40.46724560661357,64.7840176372408,89.587555,flores,gpt,de,fr,87.47775474190712
29.7750685318051,63.02593227429602,87.58034,flores,deepl,en,fi,93.57196436822414
32.386091017439206,60.10074773159272,87.84024,flores,gpt,el,de,86.66343103349209
25.57226913588357,59.18190836810025,86.15028,flores,gpt,de,fi,91.63380345702171
37.206175355919314,61.80118538526612,88.0531,ep,deepl,pt,en,85.38264644145966
31.85318572242093,59.857924954807615,86.02066,ep,gpt,da,fr,85.55700948834419
28.814820754131865,58.73811746743136,84.81504,ep,deepl,pt,it,87.33279392123222
24.15270121645004,54.440895426552416,86.217766,flores,gpt,nl,it,86.9362622499466
37.7039486878334,62.37962720389092,87.45058,ep,deepl,fr,es,87.15665364265442
33.80947270581012,60.63883127303098,88.008064,ep,gpt,sv,en,86.07730036228895
49.22721974280475,71.54393280046378,92.94307,flores,deepl,fr,en,90.09216946363448
28.527831711180045,58.3184533174736,85.65787,ep,deepl,fr,sv,87.86845394968987
43.2742935640392,66.34118356289085,89.50438,ep,deepl,es,en,86.24395363032818
34.26269889392885,60.25128713840362,86.54092,ep,deepl,el,pt,86.60471349954605
18.983600035991664,55.11464249984848,84.16719,ep,gpt,en,fi,92.7408764584539
29.895214216086742,58.27858085924491,86.633026,flores,deepl,nl,de,87.22090305387974
39.05632413699036,63.851199642716594,87.53218,ep,deepl,pt,fr,86.05590797960758
22.44750726871901,57.06193363280223,84.7415,ep,deepl,sv,fi,91.14169109612703
32.54746897306618,61.82734741269461,86.680466,ep,deepl,en,de,87.9249525219202
25.760948362720164,57.474439835303656,86.15317,flores,gpt,nl,sv,88.84333653748035
27.38379693689822,56.321324507487546,85.59531,ep,gpt,fr,pt,85.8383352458477
29.05266046151115,59.45682657135192,86.89204,flores,deepl,it,sv,89.76135535538197
37.68369750381683,61.78217332643708,88.41065,ep,deepl,de,en,86.08539515733719
20.8523459871046,55.95349051116624,84.60626,flores,gpt,it,fi,91.30747011303902
29.32950055719581,59.084340336020034,86.567154,ep,gpt,da,sv,90.0259700268507
22.127379662991256,49.99069620851551,84.35567,flores,deepl,it,el,89.06772024929523
49.69684195137147,71.9325374979775,93.18607,flores,gpt,fr,en,90.25718674063684
28.696167301355167,58.90466750799963,85.490326,ep,deepl,fi,de,86.68714901059866
32.38102319292307,60.42672521489722,87.83588,flores,gpt,el,sv,89.68063420057297
24.320832205651055,55.37912725638693,83.876335,ep,deepl,fi,it,86.79402229189873
35.32209135127486,63.1499732240919,88.71039,flores,deepl,fr,sv,89.80600634217262
30.592760178733915,59.53850655718064,85.7263,ep,gpt,sv,fr,85.47852595150471
36.49095121943854,63.8117484849632,89.77147,flores,deepl,nl,en,88.19920536875725
32.37245706494853,61.21157350641353,87.628586,flores,deepl,en,nl,89.04396206140518
28.984256358891383,58.156036711149575,86.01914,ep,gpt,fi,da,89.77741695940495
28.89054234538259,60.07519476278581,85.820496,ep,gpt,fr,de,86.38983595371246
25.43311901115496,52.47414671505252,85.57099,flores,deepl,fr,el,89.24885080754757
22.997571845863888,58.393722410839466,85.00088,ep,deepl,fr,fi,91.49323906004427
24.80107840240963,51.53802734267504,85.206696,flores,gpt,sv,el,89.0894493162632
28.75130900661551,56.53742872722239,85.74284,ep,gpt,pt,el,89.81765303015709
29.98761899783513,57.96128982951315,86.13104,ep,gpt,el,pt,86.31995803117752
24.628724142459404,51.03326430950175,84.998795,flores,gpt,de,el,88.46522502601147
28.7889797314538,58.78513737125569,85.26401,ep,deepl,fr,it,87.93598397821188
25.621634342937217,56.15544507302811,86.73555,flores,gpt,el,it,87.97456207871437
22.63097246494425,51.64215857690586,86.00026,flores,gpt,it,es,85.93244057893753
23.369889134667385,50.610446307337895,86.047485,flores,gpt,nl,es,84.39978402853012
27.204276042363738,57.4385810907165,85.68137,ep,gpt,fr,sv,88.27507729828358
28.320273995031453,54.9444984474011,85.04197,ep,deepl,da,el,89.32612863183022
28.78649088615137,57.433125220178326,86.35979,flores,gpt,nl,de,86.76676307618618
31.239803306485463,56.73338234702127,86.53728,ep,deepl,nl,en,84.4298562258482
26.151199538661164,55.3622516534655,86.37726,flores,deepl,nl,it,86.88574621081352
33.0784985396736,59.84100728920703,87.41286,ep,gpt,pt,en,85.25229704380035
23.889912965098265,55.01771551927636,85.08377,flores,deepl,it,nl,86.626693315804
38.69122101933272,63.78995964896711,89.223755,flores,gpt,de,da,90.70739554613829
30.94799162476465,59.49947597251364,88.2814,flores,deepl,da,it,88.53248889744282
33.634741425314374,60.22912447286575,89.559616,flores,deepl,fr,pt,88.00358991324902
43.61368201346675,66.97920057144223,90.8738,flores,gpt,da,fr,87.61070576310158
22.467561938071764,57.20818514161559,85.24193,flores,gpt,el,fi,91.11407655477524
24.41137992092464,56.22611068796084,85.10574,ep,gpt,fi,sv,89.59598598629236
29.28112934266492,56.96685601697211,84.62462,ep,deepl,sv,nl,85.8502536714077
33.22747626503724,59.50467722921045,86.13756,ep,deepl,fr,pt,86.69528129696846
33.20795093754573,61.09251635258776,86.21817,ep,gpt,en,fr,87.40726518630981
39.91220541501389,64.85465444550532,88.086395,ep,deepl,es,fr,86.35485789179802
24.79070390118476,55.39137850213696,85.47501,flores,deepl,fi,nl,87.96308306604624
29.36792034215523,62.4407078826575,87.51239,flores,gpt,en,fi,93.40387789905073
34.49649539867394,60.963243366346674,87.38618,ep,gpt,de,da,89.68962486088276
32.53588404857237,59.42912232661492,86.75261,ep,gpt,pt,da,88.66089798510075
20.62506636279511,56.63373455858066,84.844925,flores,deepl,it,fi,91.45875650644302
20.475394505341857,48.150528144415645,83.49871,flores,deepl,nl,el,87.33097300678492
26.3387692014014,55.22137126688741,83.44686,ep,deepl,it,nl,85.08121840655804
33.89269339080376,60.61240405754391,87.74789,ep,gpt,fr,en,85.7187362164259
27.320815853950982,56.97279090848853,86.05886,flores,deepl,fr,nl,87.15432488918304
42.01516478751264,65.16895861860417,91.20864,flores,gpt,da,pt,89.60552930831909
38.30854434425109,62.829230779518106,88.36276,ep,deepl,fr,en,86.09272283315659
29.162392605010123,59.32699972426887,85.36568,ep,deepl,en,it,88.02980116009712
27.240783046864884,57.210294245384965,87.30032,flores,gpt,pt,it,89.04462231695652
44.780087783626186,67.61403184966524,91.28537,flores,gpt,pt,fr,88.40646959841251
26.50449356168333,56.88727898019374,85.30328,ep,deepl,fi,sv,89.2686811760068
22.830478310809063,54.86958314623111,83.00074,ep,gpt,it,de,84.46835895627737
53.70148533688752,74.55659996919759,93.645874,flores,deepl,pt,en,90.5823476612568
24.748255609245103,51.40727616354152,85.115555,flores,gpt,fr,el,89.11017774045467
16.06846870861137,51.10692881351627,82.48013,ep,gpt,nl,fi,90.32816834747791
18.381937288739827,54.698642853954205,84.180725,flores,gpt,nl,fi,90.62124755978584
27.34848911100012,56.493838388481535,84.36944,ep,gpt,es,nl,85.30808512168595
29.34909929269656,58.84627737024219,86.829346,flores,deepl,da,nl,88.1109699383378
30.58938076500188,56.73122014160919,87.18237,flores,deepl,en,el,90.6006281375885
23.64518259458808,59.17055640792306,85.2527,ep,deepl,el,fi,91.39836068451405
27.183703083299143,56.84979461567503,87.23567,flores,deepl,es,it,88.51879096031189
48.81194478027723,71.9351961066504,92.95082,flores,gpt,de,en,90.49801348149776
34.97438143054963,60.55119110141021,86.93457,ep,deepl,de,da,89.02560353279114
25.10955401567229,52.57962728238566,84.08531,ep,deepl,fi,el,89.68788073956966
25.144143463019493,51.96941085926442,85.6642,flores,gpt,da,el,89.15912061929703
33.17410646471886,59.99270058148083,87.69614,flores,deepl,fi,da,90.7914306372404
42.25263758769383,66.51339469267884,91.451126,flores,deepl,en,pt,89.35958388447762
35.00490335707646,60.818173369036174,88.0851,flores,deepl,nl,fr,86.07661697268486
27.909468360928592,60.07640904401024,85.60319,ep,gpt,el,de,86.1507318019867
38.63122740970615,62.75417015442264,89.11426,flores,deepl,el,fr,86.57710784673691
30.348471081288828,61.38559360115011,85.9388,ep,deepl,fr,de,86.23386657238007
43.61430753876413,67.99867454933982,90.86975,flores,gpt,en,de,89.402312874794
28.990484097783305,55.21850007710597,86.830124,flores,gpt,en,el,90.38826248049736
36.913005036692354,62.56944020237862,88.84349,flores,deepl,it,fr,87.77748373150826
22.129750518006787,49.036598669195214,82.74515,ep,deepl,nl,el,87.1574118733406
30.691418168962315,58.903887930565546,87.184456,flores,deepl,fi,de,87.76031395792961
34.40131860982505,60.903453324277656,86.793465,ep,deepl,el,da,89.08693751692772
30.600824378092856,59.059701653589634,88.24606,flores,deepl,fr,it,89.11922207474709
32.61518409570206,59.26927748215392,87.701645,ep,gpt,de,en,85.83079220982373
38.34922712528269,63.44908858511268,90.175735,flores,gpt,de,pt,88.69643059372902
29.55219719262307,58.47430100237062,88.05974,flores,gpt,da,it,88.32170508801937
27.965880971583285,56.63643256927202,87.23228,flores,deepl,el,it,87.57375138998032
25.336855860751264,52.83447050887256,87.06995,flores,gpt,pt,es,86.63675583899021
26.493696489226185,56.25862439308141,84.844444,ep,gpt,da,nl,86.92690195143223
40.109913552315945,65.20075115182561,89.74336,flores,gpt,sv,da,91.38129530847073
33.79727276071931,62.5758107162229,85.74771,ep,gpt,pt,fr,86.27476465702057
27.622318479661505,58.49018865314737,86.89075,flores,gpt,fi,sv,90.82939457893372
36.20329895009418,61.957050913491976,88.98045,flores,gpt,fi,fr,88.31873087584972
28.88178072640398,58.73785358545206,86.32236,flores,gpt,de,nl,88.44406998902559
36.493096981698734,62.81954821869879,88.61793,ep,gpt,es,en,85.78043320317113
37.80465341371331,63.36534916702978,87.7052,ep,deepl,de,fr,85.67503973841667
27.93815020317924,57.9737091895914,85.32938,ep,deepl,pt,sv,88.06325124949217
41.68932415731417,65.33773464463637,89.74138,flores,gpt,sv,fr,87.29384270310402
35.48829974263751,60.208734464432766,87.76576,ep,deepl,fi,en,88.01083902269602
37.2619319728738,63.41943845621037,87.68231,ep,deepl,el,fr,86.34305502474308
28.574291224242685,58.36222992840445,86.512596,flores,deepl,de,nl,88.50197143107653
50.61094748933947,71.82258033958308,92.16862,flores,deepl,en,da,92.32503344118597
25.00110116748783,55.96806384397029,84.210556,ep,gpt,sv,it,87.01992583274841
23.158269389650943,57.878534153124605,84.587364,ep,deepl,pt,fi,91.19564239680768
29.542371080879192,58.31521421682426,86.892975,flores,deepl,it,de,86.66395638883114
28.737537830118765,55.50499605011924,88.24977,flores,deepl,en,es,86.91226422786713
32.50616183272121,59.97132674984984,86.5915,ep,deepl,fi,fr,86.79962518811226
28.52889662335948,57.1249109945438,84.779755,ep,deepl,el,nl,85.69310612231493
32.66103918955982,61.68607405446781,89.227646,flores,gpt,en,it,89.6215069591999
19.249953907553543,55.10622958250278,84.54048,flores,gpt,es,fi,91.15452098846436
51.37051195461191,72.09104045005179,93.17937,flores,gpt,en,pt,90.72433999180794
34.77340315789733,61.03502200766366,88.33064,flores,gpt,el,da,89.71972027420998
34.19596414950691,60.15659206498546,86.21602,ep,deepl,en,pt,87.34386977553368
24.86758543491677,52.18560876463929,86.80845,flores,deepl,de,es,85.10124889016151
52.4240010001831,72.43996748549488,92.39746,flores,deepl,en,fr,89.66738303005695
24.794659838043174,55.44121362965983,84.18658,ep,gpt,da,it,86.18617239173012
26.51070165846652,57.15224366307501,87.256195,flores,gpt,fr,it,88.91367495059967
26.528496582318667,56.45887991173064,83.82768,ep,deepl,it,de,84.86936066299677
35.98561313413101,63.9828052013398,90.23326,flores,gpt,es,en,88.4705208837986
27.168135610641524,55.7616357599385,87.730865,flores,deepl,es,pt,87.5657126903534
18.973566682625982,46.75957741758267,83.2678,flores,gpt,nl,el,87.29395668208599
27.56729966737891,57.396999066289865,84.80168,ep,deepl,da,it,86.36169636249542
27.39005329953648,54.75133722042232,85.06881,ep,gpt,de,pt,84.61509872227907
29.99697480509789,59.15609597137899,86.34909,ep,deepl,de,sv,88.95485416054726
31.234541702203376,60.26287636694394,86.76372,ep,deepl,da,sv,89.89477340877056
33.00770052991709,59.96357987334604,86.61474,ep,gpt,fr,da,88.51894189417362
22.02456038043509,54.14668943798458,83.40387,ep,gpt,fi,it,87.56198603187116
30.93016521297787,61.12872616329834,87.67157,flores,gpt,en,nl,88.93398477137089
26.064141086728945,53.177736991315626,87.2067,flores,deepl,fr,es,86.21490047872066
24.14909183387005,54.85654380157487,83.523926,ep,gpt,sv,nl,85.73461872339249
41.84936904281006,67.08944715647452,91.2973,flores,deepl,el,en,88.8647560030222
32.15060096703457,59.34886529286116,86.62967,ep,gpt,es,pt,87.19664667546749
24.23255085561959,52.11237043394239,86.49973,flores,deepl,it,es,86.41697025299072
41.13749665993079,64.74482513548895,88.395615,ep,deepl,en,es,88.10633949935436
27.72070896361363,58.05983802384187,85.76027,ep,gpt,en,sv,89.65802310407162
21.10905601924878,48.703540664460654,84.11046,flores,gpt,fi,el,89.4606559574604
24.302457031725982,54.08116095937031,83.03835,ep,gpt,de,it,85.26490906625986
39.66020392610423,65.79128347174819,90.79433,flores,gpt,fi,en,91.01956379413603
36.07028851594553,61.52177465561216,87.38693,ep,deepl,sv,da,90.2184337452054
29.439101009224085,58.37638652022314,87.080025,flores,gpt,it,da,89.48944121599197
30.799289632444136,56.87856374728874,85.6521,ep,deepl,en,el,91.26048824191092
33.125361561148544,59.75886212452055,87.37875,flores,gpt,nl,fr,86.01704196631908
27.220359000226225,56.12855744151764,83.99657,ep,gpt,fr,nl,85.87075126171112
54.799530417265686,75.29554272975821,93.8707,flores,deepl,da,en,91.04437451064588
27.088721944019778,58.3090624258068,85.63155,ep,gpt,en,de,87.37432081997395
27.72317448988405,54.5832736433178,85.113045,ep,deepl,sv,el,90.00190831720829
39.809583053056485,66.39825135531761,89.79179,flores,deepl,da,sv,91.654826015234
25.554840982410298,52.50128857463425,86.97499,flores,deepl,sv,es,85.75294569134712
23.12497345152505,50.08347631707923,85.71811,flores,deepl,nl,es,84.00504133850336
24.432898465004083,58.61381226048631,85.927704,flores,gpt,pt,fi,91.73383973538876
30.37623078615593,58.40866197993814,87.14282,flores,deepl,es,da,89.1747264713049
35.56953663010229,61.13961380454291,88.53531,flores,deepl,es,fr,86.65337567031384
31.39327582129465,59.1312592889285,87.13525,flores,deepl,nl,da,89.44091583788395
27.89719650351512,55.73002400028043,85.13525,ep,deepl,fi,pt,86.44510146975517
29.179661648396216,56.26906085129014,88.44499,flores,gpt,en,es,87.15073116123676
37.06557768554858,62.31931291656812,87.38595,ep,deepl,es,da,88.63704902678728
31.736969311555917,59.39440908433061,86.256516,ep,gpt,it,es,86.84239292144775
21.449547168953785,50.01965899246481,85.95263,flores,deepl,fi,es,86.47069911658764
27.61803064340313,57.01645926709177,86.611916,flores,deepl,es,de,85.76426322758198
29.77786422434022,57.89052860797963,86.64427,ep,gpt,fi,es,86.85413973778486
31.286225008550264,59.61392933859936,87.39588,flores,deepl,it,da,89.79142114520073
24.930214603470606,59.19983785405606,86.086426,flores,deepl,fr,fi,91.9651308953762
28.65139868375068,58.7823646553254,86.76344,flores,gpt,it,sv,89.51232713460922
39.13237377809657,64.40081713221859,89.75751,flores,gpt,pt,da,90.64750185608864
37.49636623211035,63.06004363166573,87.89751,ep,gpt,fr,es,87.2073340266943
21.06709133645547,48.97345060303071,84.00087,flores,gpt,it,el,88.74882926046848
51.67822867027456,74.55116006900734,93.599945,flores,gpt,da,en,91.02968844771384
32.26625014586176,59.12326199089844,88.94798,flores,gpt,fi,pt,89.35226990282536
29.130905861815823,58.24294320209872,87.73296,flores,gpt,de,it,88.23045721650124
32.25508687147227,59.3310387215176,87.4442,flores,gpt,es,fr,86.52845907211304
29.28042186065533,59.11535429494006,85.92776,ep,deepl,el,sv,89.04206481575966
26.373986956911292,60.72330283760008,86.66458,flores,deepl,da,fi,92.45266103744508
22.56298590856826,53.912377641618825,83.51494,ep,gpt,nl,de,85.4821075424552
32.2515683855786,60.79717311461395,86.41311,ep,deepl,en,sv,89.89389848709106
24.408719675943747,54.78373487368447,85.2128,flores,deepl,es,nl,86.36085548996925
26.40113841071705,55.90570709424274,86.81355,flores,deepl,fi,it,88.77285857498646
44.96307743178775,67.09173190814496,90.63649,flores,deepl,sv,fr,87.568981513381
23.898660906925144,53.31308655046995,84.58599,ep,gpt,en,pt,85.48084972798824
32.6232805913045,58.998924528566135,86.24031,ep,deepl,fi,da,89.84253090620041
23.112735364420818,54.7045960512756,85.131744,flores,gpt,es,nl,86.52972058951855
32.52891361755965,60.26263215817573,86.624405,ep,gpt,el,da,89.06319719552994
19.81619782649713,55.822753864257656,83.97993,ep,gpt,el,fi,90.21546125411987
27.87987493367138,56.1046998634753,87.820496,flores,deepl,fi,pt,87.94281469285488
28.5404159965512,55.17998153881936,85.454056,ep,gpt,en,el,90.81249929964542
30.540324821309976,58.25031530147661,88.37112,flores,gpt,nl,pt,87.37466369569302
27.06501407163185,53.56245925311932,86.01648,flores,deepl,da,el,89.42825350165367
25.86414525599316,60.114993757547175,86.2193,flores,deepl,de,fi,91.83301557600498
15.083128769750882,51.96671163702232,82.13404,ep,gpt,it,fi,90.21698491482796
35.80915747504449,61.54712214414468,87.14838,ep,deepl,es,pt,87.51502828299999
35.95266556481712,63.11380916827661,86.70604,ep,gpt,es,fr,86.92706161737442
27.26313269420669,57.60615907506518,86.42418,flores,gpt,es,sv,89.00770173966885
21.65417448402298,53.85375174548868,85.77275,flores,gpt,es,it,87.79511132836342
40.89269014643669,63.89759104769881,89.159615,ep,deepl,da,en,86.68762223422527
30.67902677067685,59.10637946784709,88.02986,flores,deepl,de,it,88.29828476905823
26.638170017145505,53.97658646747458,87.36034,flores,gpt,fr,es,86.47984126210213
33.20450258765978,59.11644977381161,86.660965,ep,deepl,it,en,84.846494987607
30.271553035710795,57.64925717646027,84.9819,ep,deepl,es,nl,85.31391073018312
29.69393780915296,56.23184094426084,86.39877,ep,gpt,nl,en,84.47070851176977
51.94787115216037,71.79636051984309,92.525604,flores,gpt,en,fr,89.40991406142712
34.96089524610674,60.14555282673623,86.97894,ep,deepl,sv,es,85.6698484942317
